"Begin Time - msec","End Time - msec","Duration - msec","RH_phase","File","File Path"
68983,69693,710,"retr","antwerp5a_run2_segm.eaf"
71525,73093,1568,"stroke","antwerp5a_run2_segm.eaf"
78584,79042,458,"prep","antwerp5a_run2_segm.eaf"
79042,79957,915,"hold","antwerp5a_run2_segm.eaf"
79957,81008,1051,"stroke","antwerp5a_run2_segm.eaf"
81008,81676,668,"retr","antwerp5a_run2_segm.eaf"

2462,2880,418,"prep","antwerp5b_run1_segm.eaf"
2880,4432,1552,"stroke","antwerp5b_run1_segm.eaf"
4432,5597,1165,"hold","antwerp5b_run1_segm.eaf"
5597,7701,2104,"stroke","antwerp5b_run1_segm.eaf"
7701,8447,746,"stroke","antwerp5b_run1_segm.eaf"
8447,9119,672,"hold","antwerp5b_run1_segm.eaf"
9119,9985,866,"stroke","antwerp5b_run1_segm.eaf"
9985,10253,268,"retr","antwerp5b_run1_segm.eaf"
11656,13328,1672,"stroke","antwerp5b_run1_segm.eaf"
13746,16910,3164,"stroke","antwerp5b_run1_segm.eaf"
16910,18089,1179,"hold","antwerp5b_run1_segm.eaf"
18089,20925,2836,"stroke","antwerp5b_run1_segm.eaf"
20925,21552,627,"stroke","antwerp5b_run1_segm.eaf"
21552,22417,865,"stroke","antwerp5b_run1_segm.eaf"
22417,26059,3642,"stroke","antwerp5b_run1_segm.eaf"
26059,27671,1612,"stroke","antwerp5b_run1_segm.eaf"
27671,28417,746,"retr","antwerp5b_run1_segm.eaf"
33940,35656,1716,"stroke","antwerp5b_run1_segm.eaf"
35656,37373,1717,"stroke","antwerp5b_run1_segm.eaf"
37373,38701,1328,"retr","antwerp5b_run1_segm.eaf"
39671,40865,1194,"prep","antwerp5b_run1_segm.eaf"
40865,42358,1493,"stroke","antwerp5b_run1_segm.eaf"
42358,43641,1283,"retr","antwerp5b_run1_segm.eaf"
46582,47506,924,"prep","antwerp5b_run1_segm.eaf"
47506,49761,2255,"stroke","antwerp5b_run1_segm.eaf"
49761,51174,1413,"stroke","antwerp5b_run1_segm.eaf"
51174,52611,1437,"stroke","antwerp5b_run1_segm.eaf"
52611,55831,3220,"stroke","antwerp5b_run1_segm.eaf"
55831,56753,922,"retr","antwerp5b_run1_segm.eaf"
57324,58480,1156,"stroke","antwerp5b_run1_segm.eaf"
58480,59220,740,"retr","antwerp5b_run1_segm.eaf"
59220,60543,1323,"rest","antwerp5b_run1_segm.eaf"

797,1618,821,"prep","antwerp5b_run2_segm.eaf"
1618,2440,822,"stroke","antwerp5b_run2_segm.eaf"
2440,3940,1500,"stroke","antwerp5b_run2_segm.eaf"
3940,4952,1012,"hold","antwerp5b_run2_segm.eaf"
4952,6095,1143,"stroke","antwerp5b_run2_segm.eaf"
6095,7452,1357,"hold","antwerp5b_run2_segm.eaf"
8714,10785,2071,"stroke","antwerp5b_run2_segm.eaf"
10785,13333,2548,"hold","antwerp5b_run2_segm.eaf"
13333,14309,976,"retr","antwerp5b_run2_segm.eaf"
14309,16214,1905,"rest","antwerp5b_run2_segm.eaf"
16214,16869,655,"prep","antwerp5b_run2_segm.eaf"
16869,17928,1059,"stroke","antwerp5b_run2_segm.eaf"
17928,18619,691,"retr","antwerp5b_run2_segm.eaf"
18952,23392,4440,"rest","antwerp5b_run2_segm.eaf"
23392,24142,750,"prep","antwerp5b_run2_segm.eaf"
24142,26452,2310,"stroke","antwerp5b_run2_segm.eaf"
26452,29178,2726,"stroke","antwerp5b_run2_segm.eaf"
29178,30761,1583,"retr","antwerp5b_run2_segm.eaf"
30761,32142,1381,"stroke","antwerp5b_run2_segm.eaf"
32142,32702,560,"retr","antwerp5b_run2_segm.eaf"
34595,35619,1024,"prep","antwerp5b_run2_segm.eaf"
35619,36964,1345,"stroke","antwerp5b_run2_segm.eaf"
36964,39047,2083,"stroke","antwerp5b_run2_segm.eaf"
39047,41607,2560,"hold","antwerp5b_run2_segm.eaf"
41607,42697,1090,"stroke","antwerp5b_run2_segm.eaf"
42697,46232,3535,"stroke","antwerp5b_run2_segm.eaf"
46232,47697,1465,"retr","antwerp5b_run2_segm.eaf"
51604,52419,815,"prep","antwerp5b_run2_segm.eaf"
52419,54519,2100,"stroke","antwerp5b_run2_segm.eaf"
54519,55703,1184,"hold","antwerp5b_run2_segm.eaf"
55703,57226,1523,"stroke","antwerp5b_run2_segm.eaf"
57226,58425,1199,"retr","antwerp5b_run2_segm.eaf"

4420,4943,523,"prep","antwerp6a_run1_segm.eaf"
4943,5600,657,"stroke","antwerp6a_run1_segm.eaf"
5600,6200,600,"retr","antwerp6a_run1_segm.eaf"
6960,7284,324,"prep","antwerp6a_run1_segm.eaf"
7284,9837,2553,"stroke","antwerp6a_run1_segm.eaf"
9837,11380,1543,"retr","antwerp6a_run1_segm.eaf"
11750,12447,697,"prep","antwerp6a_run1_segm.eaf"
12447,15406,2959,"stroke","antwerp6a_run1_segm.eaf"
15406,18127,2721,"stroke","antwerp6a_run1_segm.eaf"
18127,18930,803,"stroke","antwerp6a_run1_segm.eaf"
18930,19354,424,"prep","antwerp6a_run1_segm.eaf"
19354,20639,1285,"stroke","antwerp6a_run1_segm.eaf"
20639,21459,820,"retr","antwerp6a_run1_segm.eaf"
21459,21848,389,"prep","antwerp6a_run1_segm.eaf"
21848,26784,4936,"stroke","antwerp6a_run1_segm.eaf"
26784,27463,679,"retr","antwerp6a_run1_segm.eaf"
27463,28266,803,"prep","antwerp6a_run1_segm.eaf"
28266,30316,2050,"stroke","antwerp6a_run1_segm.eaf"
30316,31116,800,"stroke","antwerp6a_run1_segm.eaf"
31116,31807,691,"retr","antwerp6a_run1_segm.eaf"
31807,32254,447,"prep","antwerp6a_run1_segm.eaf"
32254,34864,2610,"stroke","antwerp6a_run1_segm.eaf"
34864,35677,813,"stroke","antwerp6a_run1_segm.eaf"
35677,38211,2534,"stroke","antwerp6a_run1_segm.eaf"
38211,39898,1687,"stroke","antwerp6a_run1_segm.eaf"
39898,40830,932,"stroke","antwerp6a_run1_segm.eaf"
40830,41347,517,"prep","antwerp6a_run1_segm.eaf"
41347,42271,924,"stroke","antwerp6a_run1_segm.eaf"
42271,43391,1120,"retr","antwerp6a_run1_segm.eaf"
43391,46024,2633,"rest","antwerp6a_run1_segm.eaf"
47673,48869,1196,"prep","antwerp6a_run1_segm.eaf"
48869,50173,1304,"hold","antwerp6a_run1_segm.eaf"
50173,51021,848,"retr","antwerp6a_run1_segm.eaf"
55130,55979,849,"stroke","antwerp6a_run1_segm.eaf"
55979,56586,607,"prep","antwerp6a_run1_segm.eaf"
56586,58804,2218,"stroke","antwerp6a_run1_segm.eaf"
